case,x0,y0,x1,y1,width,height,lq_gt_l1,lq_gt_mse,lq_gt_psnr,lq_gt_ssim,lq_gt_gradient_difference,lq_gt_edge_density_difference,h200_gt_l1,h200_gt_mse,h200_gt_psnr,h200_gt_gradient_difference,h50_gt_l1,h50_gt_mse,h50_gt_psnr,h50_gt_gradient_difference,required_change_l1,required_change_gradient,generated_change_200_l1,generated_change_50_l1,generated_change_200_gradient,generated_change_50_gradient,improvement_200_l1,improvement_50_l1,improvement_200_mse,improvement_50_mse,change_alignment_200,change_alignment_50,local_variance,gradient_magnitude,edge_density,laplacian_magnitude,local_contrast,local_entropy,blur_proxy,primary_type,type_e_conservative,type_f_potential_ideal
case2,1152,3712,1408,3968,256,256,10.207931518554688,165.8498077392578,25.933653884663002,0.6927949078878596,4.1373114585876465,0.129913330078125,23.050491333007812,1021.2586059570312,18.039446337558495,12.809788703918457,8.890182495117188,131.42860412597656,26.943904318766112,3.8256020545959473,10.207931518554688,4.1373114585876465,25.49041748046875,4.968302249908447,14.644893646240234,1.7893409729003906,-12.842559814453125,1.3177490234375,-855.4087982177734,34.42120361328125,0.37524208075627075,0.46439742074498414,1326.554443359375,2.2917747497558594,0.0409088134765625,1.7154338359832764,0.27836140990257263,3.758615741578358,0.7485173344612122,D_direction_mismatch_or_harmful,True,False
case2,1152,3840,1408,4096,256,256,9.59276294708252,149.05189514160156,26.39742873384872,0.7278200249862549,3.74880313873291,0.104461669921875,22.055557250976562,961.0087890625,18.303530173601562,11.385479927062988,8.22576904296875,114.98189544677734,27.52450906872432,3.5473103523254395,9.59276294708252,3.74880313873291,25.0306339263916,5.241973876953125,12.843299865722656,1.8111203908920288,-12.462794303894043,1.3669939041137695,-811.9568939208984,34.06999969482422,0.42417109104514256,0.496545116990819,1314.76513671875,2.4502317905426025,0.056732177734375,1.801422357559204,0.2567897140979767,3.857013454091201,0.7352045774459839,D_direction_mismatch_or_harmful,True,False
case2,1152,3584,1408,3840,256,256,9.393173217773438,146.8221893310547,26.46288665125755,0.7164520469105128,3.8078362941741943,0.1162567138671875,19.174484252929688,794.206787109375,19.131467583990414,9.400291442871094,8.00013256072998,111.44607543945312,27.660155814118998,3.492605686187744,9.393173217773438,3.8078362941741943,21.728485107421875,4.80083703994751,10.760506629943848,1.6325594186782837,-9.78131103515625,1.393040657043457,-647.3845977783203,35.37611389160156,0.4287644258645713,0.49941580710927724,1512.966064453125,2.1345670223236084,0.0350494384765625,1.6082561016082764,0.29056018590927124,3.8863474448031226,0.7534340023994446,D_direction_mismatch_or_harmful,True,False
case2,2432,2048,2688,2304,256,256,9.535298347473145,244.0263214111328,24.256436605407487,0.8043525349363104,4.259476184844971,0.1569061279296875,18.209508895874023,1039.5833740234375,17.962210377463105,9.591854095458984,8.248173713684082,204.4457550048828,25.02502284936021,4.670607566833496,9.535298347473145,4.259476184844971,23.572219848632812,9.859481811523438,10.693450927734375,4.109597682952881,-8.674210548400879,1.2871246337890625,-795.5570526123047,39.58056640625,0.58386423630908,0.5880943043842872,578.760986328125,2.825498342514038,0.067047119140625,2.006317138671875,0.1263675093650818,2.924065307323857,0.7100752592086792,D_direction_mismatch_or_harmful,False,True
case2,2176,3840,2432,4096,256,256,4.987528324127197,65.15874481201172,29.99107668149744,0.896110188151216,2.022111415863037,0.0624237060546875,13.594680786132812,805.8076782226562,19.068489513516795,6.3388824462890625,5.015167236328125,80.06111907958984,29.09658718363358,2.5364644527435303,4.987528324127197,2.022111415863037,15.896946907043457,5.907826900482178,6.685617923736572,2.2040882110595703,-8.607152462005615,-0.027638912200927734,-740.6489334106445,-14.902374267578125,0.5617629468216639,0.6175005274538324,335.9229431152344,1.71913480758667,0.02215576171875,1.3747661113739014,0.09955795854330063,2.523696226223545,0.799684464931488,D_direction_mismatch_or_harmful,False,False
case2,2176,3712,2432,3968,256,256,5.047902584075928,65.4099349975586,29.97436660209951,0.8952452090003801,2.0670385360717773,0.06439208984375,13.545741081237793,801.3632202148438,19.092509742156437,6.27704381942749,4.788431644439697,71.2911605834961,29.600446914985117,2.401681900024414,5.047902584075928,2.0670385360717773,16.081457138061523,5.932098388671875,6.704227447509766,2.1610186100006104,-8.497838497161865,0.25947093963623047,-735.9532852172852,-5.8812255859375,0.6115381574894582,0.6658012700826075,349.6102294921875,1.6968814134597778,0.024383544921875,1.2937724590301514,0.10070215910673141,2.6989631383708996,0.7624408602714539,D_direction_mismatch_or_harmful,False,False
case2,2304,2048,2560,2304,256,256,9.272379875183105,218.39820861816406,24.738312587197115,0.8107922974577665,4.0384955406188965,0.1549530029296875,17.6734676361084,938.9778442382812,18.404250229846962,9.22663688659668,8.009480476379395,176.908447265625,25.653318151509573,4.367099285125732,9.272379875183105,4.0384955406188965,22.50396156311035,9.39641284942627,10.276735305786133,3.8075127601623535,-8.401087760925293,1.262899398803711,-720.5796356201172,41.48976135253906,0.584438179327616,0.599008159352742,593.3029174804688,2.9188859462738037,0.0590667724609375,1.978637933731079,0.12972670793533325,3.070466932314698,0.6778741478919983,D_direction_mismatch_or_harmful,False,True
case2,1280,3712,1536,3968,256,256,7.623804569244385,123.3434829711914,27.21964126140992,0.8173040679196403,3.001359462738037,0.0915069580078125,15.835261344909668,695.7206420898438,19.70645487640535,8.530208587646484,6.509058475494385,89.63948822021484,28.605810294840715,2.8663430213928223,7.623804569244385,3.001359462738037,18.117807388305664,4.188313961029053,9.645120620727539,1.6566545963287354,-8.211456775665283,1.11474609375,-572.3771591186523,33.70399475097656,0.4841390857268621,0.536798205533148,1038.763427734375,2.133781909942627,0.0408935546875,1.5220236778259277,0.20026268064975739,3.62696635101026,0.7132983207702637,D_direction_mismatch_or_harmful,True,False
case2,1280,3840,1536,4096,256,256,7.019307613372803,107.1485366821289,27.830941062621875,0.8376886397287917,2.7173349857330322,0.0763092041015625,14.975871086120605,653.4839477539062,19.97845403071656,7.568422317504883,5.80182409286499,72.13378143310547,29.549416459675278,2.5548534393310547,7.019307613372803,2.7173349857330322,17.491586685180664,4.189549922943115,8.552224159240723,1.6336395740509033,-7.956563472747803,1.2174835205078125,-546.3354110717773,35.01475524902344,0.5415124225359005,0.5886798190951974,940.2106323242188,2.0460493564605713,0.0424041748046875,1.4619548320770264,0.1883302628993988,3.5708067473815053,0.7145253419876099,D_direction_mismatch_or_harmful,True,False
case2,2688,3712,2944,3968,256,256,4.424591064453125,56.67902755737305,30.596579801663978,0.9091363456051494,1.786366581916809,0.0551910400390625,12.267669677734375,700.5925903320312,19.676148147789146,4.978516578674316,4.6734619140625,76.60767364501953,29.288080721866297,2.239941120147705,4.424591064453125,1.786366581916809,14.25013256072998,5.492950439453125,5.326713562011719,1.88167405128479,-7.84307861328125,-0.248870849609375,-643.9135627746582,-19.928646087646484,0.6074106830095309,0.644391227910678,411.18988037109375,1.5142878293991089,0.0278167724609375,1.1897482872009277,0.10800619423389435,2.488154572693589,0.7856812477111816,B_unnecessary_harmful_change,False,False
